example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
4585,4583,Uber_Support,4583,[USER] Already responded. No response. New order is 30minutes late. [USER] would do a better job. Using them from now on. Loyal customer just lost.,already responded. no response. new order is 30minutes late. would do a better job. using them from now on. loyal customer just lost.,[USER] Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,customer: [USER] 4 tweets and no customer service response. Ridiculous. Absolutely shocking for an “elite” customer service app. No wonder people are streaming to other apps | support: [USER] Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,Fri Dec 01 06:26:04 +0000 2017,85,train,lost_and_found,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
4587,4586,Uber_Support,4583,[USER] 4 tweets and no customer service response. Ridiculous. Absolutely shocking for an “elite” customer service app. No wonder people are streaming to other apps,4 tweets and no customer service response. ridiculous. absolutely shocking for an “elite” customer service app. no wonder people are streaming to other apps,[USER] Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,,Fri Dec 01 06:16:38 +0000 2017,85,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
4919,4918,Uber_Support,4918,Having a terrible time getting [USER] to move charges to a correct credit card. 10+ emails deep and have to keep explaining. Help!,having a terrible time getting to move charges to a correct credit card. 10+ emails deep and have to keep explaining. help!,[USER] We're here to help! Send us a DM with your email address and more details so we can follow up.,,Tue Oct 31 22:39:32 +0000 2017,87,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
4923,4922,Uber_Support,4922,[USER] how do you add a driver?,how do you add a driver?,[USER] Here to help! Contact us here; [URL] so we can take a closer look.,,Tue Oct 31 22:42:15 +0000 2017,89,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
4926,4924,Uber_Support,4924,"[USER] I've been using the service for more than a year and never had any issues, the last week I've been charged for ur drivers mistakes.","i've been using the service for more than a year and never had any issues, the last week i've been charged for ur drivers mistakes.",[USER] Here to help. Send us a note at [URL] so our team can connect.,,Tue Oct 31 22:34:36 +0000 2017,90,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
4925,4927,Uber_Support,4924,[USER] UR team messed up again lol,ur team messed up again lol,[USER] Here to help! Please send us a DM with your email address with details so we can follow up.,"customer: [USER] I've been using the service for more than a year and never had any issues, the last week I've been charged for ur drivers mistakes. | support: [USER] Here to help. Send us a note at [URL] so our team can connect.",Thu Nov 02 02:45:58 +0000 2017,90,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
5859,5858,Uber_Support,5858,"[USER] you failed me, seriously a burrito and queso when I ordered a salad?! And no request to get this fixed... help me out!","you failed me, seriously a burrito and queso when i ordered a salad?! and no request to get this fixed... help me out!",[USER] Here to help! Send us a note at [URL] so our team can connect.,,Tue Oct 31 23:13:19 +0000 2017,92,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
5865,5864,Uber_Support,5864,I need a hookup with an [USER] promo code. Help a nigga out! #uberpromo #fucklyft #uber,i need a hookup with an promo code. help a nigga out! #uberpromo #fucklyft #uber,[USER] Here to help! Check out [URL] for more information on earning free rides.,,Tue Oct 31 23:08:20 +0000 2017,95,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
6969,6967,Uber_Support,6967,[USER] Question! Can we send a Gift Card (maybe digital) out of US? I'm in Panama and want to send a gift card to someone in Panama,question! can we send a gift card (maybe digital) out of us? i'm in panama and want to send a gift card to someone in panama,[USER] Here to help! Please send us a note at [URL] and we'll be happy to look into this for you.,,Tue Oct 31 23:02:50 +0000 2017,97,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
6968,6970,Uber_Support,6967,"[USER] I don't have any card, so cannot fill the required field. I just want to know if it's a service only for inside USA or not, before purchase.","i don't have any card, so cannot fill the required field. i just want to know if it's a service only for inside usa or not, before purchase.",[USER] Happy to take a closer look! Send us a DM with your email address so we can follow up.,customer: [USER] Question! Can we send a Gift Card (maybe digital) out of US? I'm in Panama and want to send a gift card to someone in Panama | support: [USER] Here to help! Please send us a note at [URL] and we'll be happy to look into this for you.,Wed Nov 01 01:03:01 +0000 2017,97,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
6979,6977,Uber_Support,6977,".[USER] Thanks to your AMAZING customer service, you have just lost 2 customers who have spent nearly $1500 this year. GREAT WORK!",". thanks to your amazing customer service, you have just lost 2 customers who have spent nearly $1500 this year. great work!",[USER] We're here to help! Send us a DM with your email address and more details so we can follow up.,,Tue Oct 31 23:12:45 +0000 2017,101,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
6982,6980,Uber_Support,6980,"WTH !! [USER] Totally unprofessional. First,Cancelled the ride without informing me and Second, charging me for that. 😡😠","wth !! totally unprofessional. first,cancelled the ride without informing me and second, charging me for that. 😡😠","[USER] We can definitely take a closer look! Contact us here; [URL] , so we can help.",,Tue Oct 31 23:06:02 +0000 2017,102,train,safety_and_conduct,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
6981,6983,Uber_Support,6980,[USER] page isn't working...,page isn't working...,"[USER] Sorry to hear the trouble, Prashant! Let's get this sorted out via [URL] and a member of our team will be in contact.","customer: WTH !! [USER] Totally unprofessional. First,Cancelled the ride without informing me and Second, charging me for that. 😡😠 | support: [USER] We can definitely take a closer look! Contact us here; [URL] , so we can help.",Wed Nov 01 17:12:56 +0000 2017,102,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
6984,6985,Uber_Support,6980,[USER] This is what m getting everytime...Any response to this ? [URL],this is what m getting everytime...any response to this ?,[USER] Sorry to hear about the trouble! We're not seeing any issues on our end. Have you tried clearing your cookies?,"customer: WTH !! [USER] Totally unprofessional. First,Cancelled the ride without informing me and Second, charging me for that. 😡😠 | support: [USER] We can definitely take a closer look! Contact us here; [URL] , so we can help. | customer: [USER] page isn't working... | support: [USER] Sorry to hear the trouble, Prashant! Let's get this sorted out via [URL] and a member of our team will be in contact.",Thu Nov 02 16:47:14 +0000 2017,102,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
6987,6986,Uber_Support,6986,"We ordered food on [USER] for 8 hungry neighborhood kids, AND THEY CANCELLED THE ORDER AFTER AN HOUR OF WAITING. R you eff'n kidding me?!","we ordered food on for 8 hungry neighborhood kids, and they cancelled the order after an hour of waiting. r you eff'n kidding me?!",[USER] Here to help. Send us a note at [URL] so our team can connect.,,Tue Oct 31 22:57:34 +0000 2017,105,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
6989,6988,Uber_Support,6988,[USER] I'm ready 2 file a complaint with Better Business Bureau & FTC over misleading info Uber sent 2 me in an email & overcharging,i'm ready 2 file a complaint with better business bureau & ftc over misleading info uber sent 2 me in an email & overcharging,[USER] We apologize for the trouble! Send us a DM with your email address with additional details and we'll follow up.,,Tue Oct 31 23:29:55 +0000 2017,106,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
7016,7014,Uber_Support,7014,"[USER] Hi. I lost my phone in an Uber. App asks me to submit my phone number to make contact,I only had mobile as travelling.","hi. i lost my phone in an uber. app asks me to submit my phone number to make contact,i only had mobile as travelling.",[USER] Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,,Fri Dec 01 14:57:15 +0000 2017,108,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
8583,8582,Uber_Support,8582,"[USER] just got kicked out of this guy’s car because he didn’t want to drive me home. Insult to injury, you charge me $7. #uberfail [URL]","just got kicked out of this guy’s car because he didn’t want to drive me home. insult to injury, you charge me $7. #uberfail",[USER] We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,,Tue Oct 31 23:22:24 +0000 2017,109,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
8591,8588,Uber_Support,8586,"[USER] Remedy & please refund my $5, that's breakfast money tomorrow, thank you. [URL]","remedy & please refund my $5, that's breakfast money tomorrow, thank you.","[USER] Hi there, we're here to help! Send us a note via [URL] so our team can connect.",,Tue Oct 31 18:34:39 +0000 2017,111,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
8593,8592,Uber_Support,8592,[USER] [USER] this was our driver she was so rude and tried to sell us fishplates during our ride. [URL],this was our driver she was so rude and tried to sell us fishplates during our ride.,[USER] Sorry to hear about that! Send us a DM with your email address so we can follow up.,"customer: [USER] me and my good sis [USER] had an issue with a driver recently...can you please help? | support: [USER] Hi there, we're here to help! Send us a note here; [URL] so we can assist you with this.",Tue Oct 31 23:17:00 +0000 2017,112,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
8595,8594,Uber_Support,8592,[USER] me and my good sis [USER] had an issue with a driver recently...can you please help?,me and my good sis had an issue with a driver recently...can you please help?,"[USER] Hi there, we're here to help! Send us a note here; [URL] so we can assist you with this.",,Tue Oct 31 21:50:55 +0000 2017,112,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
8598,8597,Uber_Support,8597,[USER] [USER] am I going to get a refund...? [URL],am i going to get a refund...?,[USER] Find out more info about cancelled order here: [URL],,Tue Oct 31 23:30:13 +0000 2017,114,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
8607,8606,Uber_Support,112916,[USER] How about your drivers in London don’t cancel on you after 15 minutes of being ‘on the way’ then charge you anyway. Happened several times.,how about your drivers in london don’t cancel on you after 15 minutes of being ‘on the way’ then charge you anyway. happened several times.,[USER] We're sorry to hear this was your experience. Contact us via [URL] and we'll be in touch.,customer: Uber is your ride to anywhere. Get the app and get around easier. [URL],Tue Oct 31 23:16:55 +0000 2017,118,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
